station,year,season,summacpreywt,nmacpreysp,nbenthivorespp,nstomtot,meanmacpreywt,meanbenthivorelen.simple,meanbenthivorelen.weighted,depthm,lat,lon,bWT,bSA,bDO,SST
NM20210401083,2021,SPRING,2.761,8,3,11,0.251,33.76379455,14.37793414,18.25752,37.6394,-75.3951,12.04,34.89,7.84,13.35
NM20210401084,2021,SPRING,29.033,5,5,13,2.233307692,40.82085072,48.82853578,18.10512,37.6444,-75.4313,12.12,34.79,7.81,13.87
NM20210401085,2021,SPRING,0.049,2,5,15,0.003266667,31.00570784,26.42818618,16.4592,37.7187,-75.4467,11.87,32.93,8.43,13.96
NM20210401086,2021,SPRING,0.095,2,4,15,0.006333333,22.54356733,21.61487213,12.58824,37.7327,-75.4452,11.69,32.93,8.74,13.84
NM20210401087,2021,SPRING,3.417,1,3,11,0.310636364,25.23692273,8.5070256,16.06296,37.4001,-75.5844,13.1,32.75,8.98,15.72
NM20210401088,2021,SPRING,5.124,3,6,17,0.301411765,26.58607857,8.443977278,7.28472,37.5467,-75.5909,15.29,34.57,7.01,15.27
NM20210401089,2021,SPRING,1.879,2,1,3,0.626333333,56.80314333,56.80314333,14.1732,37.4057,-75.6089,12.66,32.77,9.01,16.27
NM20210401090,2021,SPRING,0.152,3,3,13,0.011692308,25.74951308,9.727330682,12.43584,37.4294,-75.6144,14.84,34.56,7.31,15.18
NM20210401091,2021,SPRING,1.313,3,4,14,0.093785714,25.11467037,17.64796386,9.20496,37.4962,-75.6103,14.9,34.49,7.4,14.92
NM20210401092,2021,SPRING,0.105,2,4,10,0.0105,30.106369,40.35391041,14.05128,37.3709,-75.5664,13.12,32.48,8.83,16.22
NM20210401093,2021,SPRING,6.672,2,4,12,0.556,24.2191525,8.855605365,18.25752,37.179,-75.6204,12.13,33.16,8.89,15.25
NM20210401094,2021,SPRING,1.423,3,3,8,0.177875,31.44780875,52.6523263,18.37944,37.2453,-75.6292,14,34.7,8.04,15.04
NM20210401095,2021,SPRING,0.268,3,3,9,0.029777778,27.19768778,13.60401869,16.67256,37.3062,-75.6428,12.48,32.88,8.97,15.95
NM20210401096,2021,SPRING,3.191,2,3,11,0.290090909,24.62597727,30.89796429,9.38784,37.0796,-75.8281,13.14,32.18,8.72,13.61
NM20210401097,2021,SPRING,1.479,2,4,15,0.0986,22.912602,19.42960403,3.6576,36.862,-75.9562,14.53,26,9,15.84
NM20210401098,2021,SPRING,5.493,2,2,8,0.686625,29.87198875,13.00617408,12.37488,36.9293,-75.8846,13.51,33.75,7,14.57
NM20210401099,2021,SPRING,0.024,1,3,17,0.001411765,22.72787706,9.610112707,11.21664,36.7429,-75.9227,12.73,32.11,8.48,13.77
NM20210401100,2021,SPRING,3.221,4,5,15,0.214733333,25.01601333,14.83056797,9.63168,37.0225,-75.8785,14.27,34.47,7.24,14.26
NM20210401101,2021,SPRING,0.729,3,4,17,0.042882353,18.57362941,15.46322536,9.20496,36.8199,-75.9496,14.9,25.97,8.17,15.59
NM20210401102,2021,SPRING,0.803,2,4,13,0.061769231,24.48939,18.7747964,18.40992,37.0444,-75.6754,12.01,33.18,8.84,15.6
NM20210401103,2021,SPRING,0.068,1,3,9,0.007555556,26.31274556,9.044104493,13.04544,37.1133,-75.7088,12.19,33.03,8.7,14.99
NM20210401104,2021,SPRING,3.242,2,3,10,0.3242,26.707063,12.24432199,17.6784,36.9388,-75.7436,12.34,32.72,9.06,16.96
NM20210401105,2021,SPRING,0.123,2,5,18,0.006833333,24.204035,22.01350947,21.4884,36.6711,-75.7633,12.82,32.91,8.59,14.87
NM20210401106,2021,SPRING,1.4,1,2,8,0.175,30.93152875,52.75689878,16.764,36.7059,-75.7923,12.75,32.56,8.7,14.43
NM20210401107,2021,SPRING,0,0,4,11,0,25.23154091,9.871375816,17.95272,36.8532,-75.8186,12.37,32.72,8.74,16.76
NM20210401108,2021,SPRING,0.097,1,3,11,0.008818182,26.13847909,9.909755717,14.50848,36.918,-75.8203,12.47,32.68,8.91,17.19
NM20210401109,2021,SPRING,0.493,3,4,15,0.032866667,23.80155133,10.33306921,14.87424,36.7438,-75.8463,12.62,32.83,8.85,14.72
NM20210401110,2021,SPRING,0.105,1,4,10,0.0105,25.436207,11.64386994,15.45336,36.7697,-75.8468,12.69,32.45,8.73,15.13
NM20210401111,2021,SPRING,0.148,1,4,12,0.012333333,25.88642583,11.27507441,13.5636,36.7679,-75.8529,12.69,32.31,8.8,14.69
NM20210401112,2021,SPRING,0.101,1,3,5,0.0202,47.227422,65.97992872,12.954,36.0933,-75.6903,14.21,32.37,8.43,14.98
NM20210401113,2021,SPRING,0,0,3,8,0,34.86606875,57.75615172,16.42872,36.1361,-75.7056,14.14,32.19,8.15,15.34
NM20210401114,2021,SPRING,0.32,2,3,13,0.024615385,28.57142692,17.50582487,17.3736,35.941,-75.5896,13.6,32.43,8.16,13.95
NM20210401115,2021,SPRING,0.089,1,3,11,0.008090909,29.49027545,31.76017615,17.28216,36.0929,-75.6666,13.42,32.45,8.64,15.14
NM20210401116,2021,SPRING,0.394,2,5,19,0.020736842,23.16760368,19.23715202,21.97608,36.2294,-75.7098,12.94,32.99,8.67,15.73
NM20210401117,2021,SPRING,1.019,2,4,18,0.056611111,23.11832389,17.68605217,18.34896,36.3106,-75.7666,12.97,32.76,8.58,15.8
NM20210401118,2021,SPRING,0.789,3,5,19,0.041526316,22.71549,22.92705787,20.63496,36.3489,-75.7539,13.02,32.85,8.65,15.44
NM20210401119,2021,SPRING,0.03,2,3,13,0.002307692,26.40244846,24.21194451,13.4112,35.823,-75.5368,14.14,32.28,8.34,15.31
NM20210401120,2021,SPRING,0,0,1,2,0,17.75,17.75,11.5824,35.3571,-75.478,19.53,34.32,7.66,19.79
NM20210401121,2021,SPRING,0,0,2,3,0,23.59841667,23.59841667,20.7264,35.5037,-75.3766,18.6,33.04,7.69,18.76
NM20210401122,2021,SPRING,0.058,1,3,10,0.0058,12.75,9.475,15.8496,35.5958,-75.4096,18.1,32.11,7.89,18.13
NM20210401123,2021,SPRING,0.7315,1,3,12,0.060958333,23.579415,19.21717022,18.288,35.6154,-75.434,17.77,31.78,7.76,16.83
NM20210401124,2021,SPRING,0.025,1,3,13,0.001923077,15.65384615,16.92307692,14.478,35.3033,-75.4837,19.44,34.36,7.68,19.77
NM20210401125,2021,SPRING,6.157,10,5,21,0.293190476,26.63373905,21.17086743,19.84248,41.3045,-71.7674,10.05,33.9,9.01,13.15
NM20210401126,2021,SPRING,11.267,8,7,37,0.304513514,24.59060568,19.51282593,20.17776,41.1165,-71.984,10.98,31.84,8.65,11.65
NM20210401127,2021,SPRING,14.911,11,8,41,0.363682927,27.19581732,21.37718888,22.95144,41.1131,-72.0235,10.79,31.8,8.75,12.16
NM20210401128,2021,SPRING,6.217,6,6,24,0.259041667,19.56434292,16.90337453,60.71616,41.239,-71.6077,9.96,33.84,8.68,12.44
NM20210401129,2021,SPRING,18.011,11,7,31,0.581,26.62844839,17.80642212,27.52344,41.2979,-71.6243,7.44,34.27,8.29,12.73
NM20210401130,2021,SPRING,42.76,5,9,46,0.929565217,26.87094913,27.83302266,38.1,41.2658,-71.7049,8.88,34.01,8.75,11.67
NM20210401131,2021,SPRING,80.659,10,8,32,2.52059375,23.41881643,23.41881643,34.62528,41.249,-71.8204,8.21,34.27,8.1,11.58
NM20210401132,2021,SPRING,14.925,7,9,42,0.355357143,26.87208477,18.90990163,24.0792,41.2341,-71.8464,8.34,34.26,8.33,11.04
NM20210401133,2021,SPRING,67.416,8,7,36,1.872666667,24.71611606,15.50883073,36.2712,41.2575,-71.8424,8.67,34.2,8.72,12.77
NM20210401134,2021,SPRING,29.897,3,6,17,1.758647059,32.23114389,24.8498232,27.49296,41.1636,-71.7684,9.4,33.16,8.35,12.02
NM20210401135,2021,SPRING,10.622,7,6,31,0.342645161,27.78917009,26.21995309,23.19528,41.3313,-71.4568,9.03,33.69,8.65,13.05
NM20210401136,2021,SPRING,4.673,6,5,22,0.212409091,31.58739998,11.84664388,31.6992,41.3274,-71.0387,8.98,34.12,9.21,12.54
NM20210401137,2021,SPRING,21.467,15,9,40,0.536675,27.76102446,23.20845335,24.32304,41.3558,-71.0263,10.21,34.15,8.8,12.43
NM20210401138,2021,SPRING,18.68,12,10,49,0.38122449,24.71797837,23.83489176,25.35936,41.3614,-71.0727,10.21,34.15,8.8,12.43
NM20210401139,2021,SPRING,16.081,9,7,40,0.402025,24.4718835,31.300502,21.67128,41.443,-71.1423,11.84,33.7,8.47,13.08
NM20210401140,2021,SPRING,8.652,8,9,38,0.227684211,26.82530481,28.10100959,32.12592,41.2783,-71.4261,7.13,34.15,8.09,14
NM20210401141,2021,SPRING,9.26,13,7,29,0.319310345,33.25340988,20.61399019,30.7848,41.3351,-70.9391,8.64,33.77,9.37,12.81
NM20210401142,2021,SPRING,18.785,12,6,33,0.569242424,32.68437191,14.62861892,37.73424,41.291,-70.9587,7.4,34.26,8.36,13.19
NM20210401143,2021,SPRING,1.107,4,7,18,0.0615,29.58865222,24.28840261,30.05328,41.3366,-71.2918,7.88,33.82,8.24,14.1
NM20210401144,2021,SPRING,24.371,10,9,23,1.059608696,34.21988339,27.91735585,28.92552,41.3678,-71.2484,9.61,33.57,8.87,14.06
NM20210401145,2021,SPRING,5.905,6,7,29,0.20362069,27.34078321,28.59614658,38.61816,41.2046,-71.5242,8.13,34.19,8.71,11.52
NM20210401146,2021,SPRING,2.935,5,7,34,0.086323529,25.89931316,20.53803489,34.16808,41.3296,-71.3994,7.67,33.94,8.28,13.77
NM20210401147,2021,SPRING,41.606,6,8,26,1.600230769,27.16880398,20.86633447,36.36264,41.3028,-71.4031,8.02,33.78,9.14,12.91
NM20210401148,2021,SPRING,19.651,7,6,24,0.818791667,26.70579583,27.92058398,39.34968,41.2476,-71.4627,6.97,34.13,8.52,12.53
NM20210401149,2021,SPRING,6.543,14,7,23,0.284478261,34.56396963,32.44763055,30.7848,41.1488,-71.5206,7.82,34.25,9.31,12.43
NM20210401150,2021,SPRING,40.272,9,6,31,1.299096774,27.56369742,27.11305138,36.48456,41.2269,-71.5002,7.12,34.53,8.95,12.4
NM20210901001,2021,FALL,5.004,6,5,22,0.227454545,23.35581727,11.93613036,22.5552,41.0484,-71.8604,19.53,33.16,6.79,20.14
NM20210901002,2021,FALL,6.485,6,6,19,0.341315789,28.74473038,20.10228876,16.4592,41.0193,-71.9332,19.49,33.26,6.69,20.38
NM20210901003,2021,FALL,16.2865,8,9,26,0.626403846,32.16548428,21.160051,11.2776,40.9466,-72.1647,20.18,32.65,6.88,20.55
NM20210901004,2021,FALL,1.183,2,6,20,0.05915,30.2217065,31.04544051,10.9728,40.9101,-72.262,19.29,32.77,7.1,19.25
NM20210901005,2021,FALL,51.98,7,4,18,2.887777778,32.94652342,8.614185901,16.4592,40.9499,-72.1183,19.48,33.29,7.13,20.57
NM20210901006,2021,FALL,4.808,3,9,19,0.253052632,32.8292962,26.28389646,12.4968,40.8602,-72.3857,19.37,33.04,7.34,19.26
NM20210901007,2021,FALL,7.167,8,7,21,0.341285714,36.97382704,8.184649576,15.5448,40.9657,-72.0863,19.75,32.87,6.41,20.41
NM20210901008,2021,FALL,0.002,1,7,19,0.000105263,32.3809323,33.0731651,10.9728,40.6845,-72.978,19.59,32.78,7.77,19.85
NM20210901009,2021,FALL,0.101,3,7,18,0.005611111,31.93599321,30.14421369,10.668,40.6424,-73.1198,19.68,32.83,7.56,19.84
NM20210901010,2021,FALL,1.21,2,9,26,0.046538462,29.56163219,27.61357259,14.3256,40.7847,-72.6374,19.69,32.81,7.27,19.74
NM20210901011,2021,FALL,8.563,7,8,25,0.34252,29.75401285,31.07362498,21.0312,40.6287,-73.1053,19.7,32.84,7.7,20.1
NM20210901012,2021,FALL,0.138,2,6,22,0.006272727,26.64772727,31.76132545,18.1356,40.6377,-73.0453,19.72,33,7.63,19.88
NM20210901013,2021,FALL,0.87,4,6,22,0.039545455,29.01116201,32.96613491,11.5824,40.6141,-73.257,19.61,32.74,7.45,19.61
NM20210901014,2021,FALL,6.798,7,6,17,0.399882353,35.59386081,28.06900654,13.716,40.5529,-73.6289,19.99,33.03,7.18,20.1
NM20210901015,2021,FALL,5.914,9,8,26,0.227461538,31.59901528,27.83476438,17.3736,40.5729,-73.406,19.82,33.04,6.68,19.86
NM20210901016,2021,FALL,4.079,8,8,23,0.177347826,32.3400717,25.94596328,18.8976,40.5299,-73.4812,19.87,33.16,7.26,20.16
NM20210901017,2021,FALL,10.468,7,7,23,0.455130435,32.86509423,27.73487241,14.3256,40.5662,-73.4822,19.86,33.17,7.14,19.99
NM20210901018,2021,FALL,25.393,5,8,24,1.058041667,35.21746442,22.4518465,10.91184,40.4382,-73.9521,20.12,33.23,6.01,19.92
NM20210901019,2021,FALL,11.248,9,8,24,0.468666667,37.87359437,21.96240694,12.192,40.5668,-73.7919,20.21,33.02,7.57,20.32
NM20210901020,2021,FALL,3.916,7,8,25,0.15664,35.22795252,39.40987525,20.7264,40.5303,-73.7573,20.2,33.02,7.24,20.31
NM20210901021,2021,FALL,5.032,10,8,34,0.148,26.82791675,24.45180015,19.5072,40.4189,-73.9442,20.2,32.95,6.22,20.04
NM20210901022,2021,FALL,5.019,7,6,22,0.228136364,40.92345293,16.44464989,19.6596,40.2476,-73.9589,20.41,32.88,6.43,20.52
NM20210901023,2021,FALL,5.064,10,9,31,0.163354839,30.2047038,16.97227403,16.12392,40.1543,-74.006,20.45,32.98,5.7,20.59
NM20210901024,2021,FALL,0.419,1,9,29,0.014448276,25.39630699,22.45280792,13.5636,39.7721,-74.0652,20.47,33.1,6.02,20.55
NM20210901025,2021,FALL,5.512,3,7,18,0.306222222,30.96659174,14.18039632,23.3172,40.0454,-74.0205,20.39,32.9,6.5,20.51
NM20210901026,2021,FALL,12.266,7,9,42,0.292047619,26.96559401,21.48113712,20.2692,39.9042,-74.0476,20.36,32.81,6.14,20.83
NM20210901027,2021,FALL,4.715,2,6,14,0.336785714,31.93976099,37.12866084,16.85544,39.657,-74.0702,20.43,33.59,6.76,20.36
NM20210901028,2021,FALL,9.071,8,7,27,0.335962963,27.14697212,24.78752703,13.2588,39.4494,-74.2652,20.55,32.87,6.91,20.81
NM20210901029,2021,FALL,10.173,7,8,34,0.299205882,28.1262917,28.18430487,13.62456,39.4282,-74.2787,20.72,32.28,6.94,20.78
NM20210901030,2021,FALL,11.534,7,9,35,0.329542857,26.68579521,26.21660112,12.37488,39.3572,-74.3371,20.6,33.22,6.86,20.08
NM20210901031,2021,FALL,3.441,7,7,20,0.17205,33.04189034,21.32125813,10.60704,39.1935,-74.6131,20.5,33.28,7.11,20.28
NM20210901032,2021,FALL,0.381,4,6,15,0.0254,41.36268123,41.48031318,20.574,39.497,-74.1061,20.39,33.62,7.01,20.48
NM20210901033,2021,FALL,3.978,2,6,19,0.209368421,27.47951222,17.89841608,17.80032,39.5425,-74.1166,20.46,33.59,6.8,20.47
NM20210901034,2021,FALL,2.85,3,6,10,0.285,40.08472243,41.12289082,16.3068,39.6434,-74.1206,20.38,33.57,6.31,20.56
NM20210901035,2021,FALL,17.078,5,6,20,0.8539,27.72771342,20.15593615,19.62912,39.4996,-74.1484,20.48,33.55,6.68,20.55
NM20210901036,2021,FALL,1.664,4,6,14,0.118857143,31.64787912,9.951533792,17.80032,39.319,-74.2785,20.58,33.5,7.13,20.34
NM20210901037,2021,FALL,3.55,4,5,16,0.221875,31.35279626,21.46612917,16.55064,39.1943,-74.5768,20.69,33.37,7.02,20.3
NM20210901038,2021,FALL,0.038,1,5,8,0.00475,25.08669875,25.08669875,10.668,38.9289,-74.6426,20.54,32.86,7.06,20.52
NM20210901039,2021,FALL,0.588,3,4,12,0.049,29.85187583,15.03340919,10.0584,39.0671,-74.7179,20.5,31.91,6.85,20.52
NM20210901040,2021,FALL,13.375,5,4,19,0.703947368,33.92819498,15.53096934,17.46504,38.9851,-74.5164,20.13,33.64,7.33,19.96
NM20210901041,2021,FALL,1.385,5,6,12,0.115416667,23.39536833,20.80849529,17.40408,39.1628,-74.5549,20.63,33.3,7.38,20.27
NM20210901042,2021,FALL,0,0,1,3,0,59.53143667,59.53143667,15.20952,39.1188,-74.6046,19.89,32.3,7.16,19.83
NM20210901043,2021,FALL,1.634,4,7,20,0.0817,36.56882469,27.31180446,13.38072,39.1571,-74.623,20.64,33.15,7.03,20.24
NM20210901044,2021,FALL,2.222,5,6,18,0.123444444,25.42727749,24.69480928,15.8496,38.9963,-74.6712,20.64,33,7.02,20.41
NM20210901045,2021,FALL,1.127,3,3,6,0.187833333,28.10828333,28.10828333,12.28344,39.005,-74.7012,19.9,32.4,7.37,19.89
NM20210901046,2021,FALL,19.172,5,8,21,0.912952381,28.50769713,18.80735494,12.67968,38.9922,-74.7701,19.13,32.23,7.43,18.93
NM20210901047,2021,FALL,4.258,5,4,9,0.473111111,32.92517222,29.01727459,13.07592,38.644,-75.0332,19.53,31.41,6.89,19.79
NM20210901048,2021,FALL,5.097,5,7,18,0.283166667,29.86935364,23.36928857,10.94232,38.8705,-74.8598,19.47,31.17,7.18,19.48
NM20210901049,2021,FALL,3.43,3,6,17,0.201764706,23.83464882,38.16414738,13.99032,38.7091,-75.0187,19.71,30.99,6.89,19.54
NM20210901050,2021,FALL,11.584,2,4,10,1.1584,31.52994,15.59145422,9.93648,38.7508,-75.0499,19.56,30.32,7.15,19.33
NM20210901051,2021,FALL,0.09,1,5,14,0.006428571,30.38211823,23.55960213,18.40992,38.7245,-74.7278,19.88,32.9,7.21,19.69
NM20210901052,2021,FALL,4.944,5,6,20,0.2472,30.21938043,14.76939774,21.21408,38.8074,-74.7516,19.78,33.03,6.97,19.66
NM20210901053,2021,FALL,14.556,9,6,30,0.4852,25.71646388,21.06951432,17.43456,38.8432,-74.7951,19.63,32.29,7.08,19.56
NM20210901054,2021,FALL,0.486,3,4,9,0.054,29.68279286,34.25486908,17.70888,38.4553,-74.8951,19.83,33.75,6.8,19.94
NM20210901055,2021,FALL,0.314,3,3,9,0.034888889,27.45755444,31.43590333,12.0396,38.4716,-74.9016,19.85,33.51,6.86,19.25
NM20210901056,2021,FALL,19.335,5,7,18,1.074166667,29.79128227,21.40830031,16.764,38.7527,-74.9184,20.03,32.72,6.7,19.84
NM20210901057,2021,FALL,2.372,5,7,21,0.112952381,29.21716125,16.20387682,13.19784,38.8157,-74.9017,19.91,31.7,6.88,19.87
NM20210901058,2021,FALL,1.572,3,5,20,0.0786,29.30286814,25.56606901,18.95856,38.6454,-74.9751,19.95,31.87,7.1,19.99
NM20210901059,2021,FALL,5.538,4,4,25,0.22152,25.24841821,15.54296569,28.8036,38.5554,-74.811,19.87,34.22,6.64,19.56
NM20210901060,2021,FALL,1.763,5,5,27,0.065296296,25.85503016,17.38494086,27.98064,38.5973,-74.831,19.89,34.28,6.64,19.65
NM20210901061,2021,FALL,9.507,6,8,31,0.306677419,25.2764463,20.39223472,29.80944,38.721,-74.8998,19.93,33.36,6.66,19.93
NM20210901062,2021,FALL,2.611,3,6,20,0.13055,31.38914627,25.92690514,22.7076,38.6611,-74.9067,20.14,32.45,6.94,19.81
NM20210901063,2021,FALL,11.633,7,9,37,0.314405405,25.27818271,24.37690455,35.99688,38.7801,-74.9621,20.36,33.28,6.37,19.42
NM20210901064,2021,FALL,2.043,4,4,15,0.1362,24.19711933,18.3254096,12.86256,38.0608,-75.2053,19.76,31.9,6.42,19.99
NM20210901065,2021,FALL,0.303,4,2,8,0.037875,29.01975875,20.2584771,11.03376,38.0551,-75.149,19.91,32.22,6.99,19.81
NM20210901066,2021,FALL,4.757,4,4,12,0.396416667,30.64950577,21.75759955,28.40736,38.2978,-74.8418,19.89,33.46,6.61,19.99
NM20210901067,2021,FALL,1.662,3,3,9,0.184666667,35.35419968,14.05821188,25.146,38.3273,-74.8268,19.74,33.88,6.83,19.96
NM20210901068,2021,FALL,0.045,1,2,4,0.01125,44.1900175,50.18746934,18.19656,38.3923,-74.8314,19.78,33.93,6.66,19.92
NM20210901069,2021,FALL,0,0,3,5,0,35.875694,35.875694,21.57984,38.1507,-75.0003,19.9,33.64,6.69,20.14
NM20210901070,2021,FALL,1.896,2,4,13,0.145846154,25.78712154,21.8458145,16.6116,38.1489,-75.0263,19.97,33.2,6.75,20.25
NM20210901071,2021,FALL,1.294,4,3,13,0.099538462,26.56119923,19.24712946,20.29968,38.1158,-75.0835,19.97,32.51,6.7,19.83
NM20210901072,2021,FALL,0.595,2,3,13,0.045769231,28.29981462,18.8106296,19.69008,38.1548,-75.0792,19.98,32.98,6.82,20.05
NM20210901073,2021,FALL,0,0,3,12,0,27.58762583,19.96501049,13.62456,38.2643,-75.0988,19.96,32.94,6.44,19.73
NM20210901074,2021,FALL,3.975,3,5,13,0.305769231,21.28647769,18.07834495,10.88136,37.7702,-75.5108,16.87,31.91,7.31,17.19
NM20210901075,2021,FALL,2.918,4,3,13,0.224461538,28.46332846,18.59535096,16.55064,37.8553,-75.2795,17.53,32.73,7.27,17.5
NM20210901076,2021,FALL,2.18,4,4,14,0.155714286,27.16618214,18.78428681,11.5824,37.8305,-75.3015,17.6,32.74,7.12,17.52
NM20210901077,2021,FALL,1.003,2,5,16,0.0626875,29.91010983,18.56464744,13.50264,37.7814,-75.4727,17.34,32.29,6.58,17.28
NM20210901078,2021,FALL,1.864,2,4,15,0.124266667,25.900762,17.42477081,9.84504,37.8212,-75.4697,17.35,32.28,6.8,17.31
NM20210901079,2021,FALL,0.853,3,4,11,0.077545455,26.76018818,42.8181646,16.52016,38.0147,-74.9921,19.88,33.35,6.5,20.03
NM20210901080,2021,FALL,0.587,2,4,12,0.048916667,27.4809925,25.35066164,17.09928,37.9252,-75.1507,19.97,32.33,7.04,20.36
NM20210901081,2021,FALL,1.711,5,5,15,0.114066667,24.840714,20.56225468,16.48968,37.9994,-75.1894,20.03,32.55,6.81,20.23
NM20210901082,2021,FALL,0.458,3,4,19,0.024105263,24.83297632,20.58316116,21.06168,37.8805,-75.2025,20.02,32.36,7.02,20.17
NM20210901083,2021,FALL,1.057,1,3,6,0.176166667,34.25127,34.25127,19.62912,37.6695,-75.3287,18.07,32.9,7.14,18.06
NM20210901084,2021,FALL,1.141,2,5,19,0.060052632,25.29194474,21.07031162,18.01368,37.6772,-75.3302,18.08,32.94,7.09,18.06
NM20210901085,2021,FALL,1.685,5,4,14,0.120357143,26.09390786,17.14285993,16.39824,37.6926,-75.41,17.63,32.44,7.44,17.58
NM20210901086,2021,FALL,1.608,2,3,13,0.123692308,28.38003,17.27036334,17.526,37.7058,-75.4535,17.57,32.16,7.26,17.51
NM20210901087,2021,FALL,0.704,4,4,14,0.050285714,28.25589071,22.5180837,15.88008,37.5479,-75.5139,17.52,32.4,7.45,17.42
NM20210901088,2021,FALL,1.12,3,4,14,0.08,29.52417071,22.36649363,10.668,37.3773,-75.576,17.6,32.37,7.54,17.54
NM20210901089,2021,FALL,0.292,2,3,11,0.026545455,30.16497364,19.75496818,12.89304,37.3959,-75.6039,17.42,32.34,7.55,17.37
NM20210901090,2021,FALL,0,0,3,9,0,30.13687,15.92137841,11.24712,37.4091,-75.6293,14.6,32.76,7.95,14.95
NM20210901091,2021,FALL,0.199,1,4,14,0.014214286,22.75646429,19.81212898,10.3632,37.221,-75.743,18.16,32.38,7.57,18.14
NM20210901092,2021,FALL,3.554,5,5,15,0.236933333,26.07847933,21.35633865,19.11096,37.4421,-75.5399,17.85,32.55,7.36,17.74
NM20210901093,2021,FALL,2.409,2,3,13,0.185307692,28.42213462,21.08617942,17.76984,37.3084,-75.5635,16.21,33.58,7.7,15.46
NM20210901094,2021,FALL,4.372,1,5,16,0.27325,25.14022938,17.28882915,14.69136,37.3239,-75.6313,15.5,33.1,7.73,15.12
NM20210901095,2021,FALL,0.225,2,2,8,0.028125,35.95611875,21.89832623,13.31976,37.2698,-75.677,15.42,32.74,7.98,15.81
NM20210901096,2021,FALL,49.482,3,5,21,2.356285714,28.62126381,14.23237159,7.86384,36.5948,-75.8636,12.05,29.32,9.15,11.97
NM20210901097,2021,FALL,0.872,4,6,18,0.048444444,21.13975833,20.32652207,10.54608,37.0513,-75.8181,18.69,32.56,7.77,18.37
NM20210901098,2021,FALL,0.214,2,3,9,0.023777778,33.17188333,18.78675452,12.07008,37.0189,-75.8412,20.67,32.03,6.69,20.36
NM20210901099,2021,FALL,0.054,1,3,5,0.0108,21.2,21.2,8.86968,37.0267,-75.8808,20.45,31.04,7.21,20.36
NM20210901100,2021,FALL,2.866,1,6,20,0.1433,21.5007995,16.88585609,10.5156,36.9766,-75.9425,18.68,30.02,7.27,18.43
NM20210901101,2021,FALL,5.799,2,3,13,0.446076923,29.45001769,25.87242169,11.79576,36.9763,-75.9794,20.65,30.17,6.91,20.31
NM20210901102,2021,FALL,0.75,1,3,11,0.068181818,13.59090909,12.94583333,18.34896,37.0716,-75.6287,20.3,33.25,6.85,20.26
NM20210901103,2021,FALL,0.152,1,4,7,0.021714286,39.10454714,57.72656348,13.716,36.6062,-75.6928,13.26,31.83,8.91,12.93
NM20210901104,2021,FALL,0.174,2,4,10,0.0174,27.016535,14.63049789,16.12392,36.92,-75.6804,20.68,32.54,6.97,20.42
NM20210901105,2021,FALL,0.495,4,4,16,0.0309375,26.18627938,22.34728341,15.72768,37.1334,-75.7002,20.33,32.2,7.1,20.27
NM20210901106,2021,FALL,1.158,5,7,19,0.060947368,21.61251895,16.70679609,18.37944,37.0297,-75.7046,20.48,32.55,7.14,20.4
NM20210901107,2021,FALL,0.325,2,6,17,0.019117647,24.38558706,20.4946731,13.95984,37.169,-75.7216,20.3,32.15,6.93,20.27
NM20210901108,2021,FALL,0,0,6,11,0,26.52934,24.10681889,16.06296,36.9965,-75.7461,20.61,32.28,6.9,20.49
NM20210901109,2021,FALL,0.97,5,7,26,0.037307692,21.45686423,18.29090489,16.64208,36.9552,-75.7633,20.61,32.33,6.89,20.55
NM20210901110,2021,FALL,0.981,4,5,20,0.04905,23.9669195,18.51248298,17.49552,36.8173,-75.8492,15.76,32.55,7.83,14.88
NM20210901111,2021,FALL,0.875,3,6,24,0.036458333,21.69241625,18.74303464,17.70888,36.8572,-75.8251,21.02,32.3,7.12,20.61
NM20210901112,2021,FALL,0,0,4,15,0,22.24853467,15.22011236,10.94232,36.1456,-75.722,16.4,32.96,7.44,16.14
NM20210901113,2021,FALL,0,0,4,15,0,24.838042,18.287116,11.15568,36.5435,-75.83,12.16,29.66,9.2,12.14
NM20210901114,2021,FALL,0.272,1,5,12,0.022666667,28.77326583,19.58330911,21.06168,36.4307,-75.7045,13.41,31.67,8.65,13.38
NM20210901115,2021,FALL,1.486,3,5,15,0.099066667,26.066154,19.45591764,22.58568,35.9283,-75.5159,16.9,33.13,7.85,15.73
NM20210901116,2021,FALL,0.857,2,4,16,0.0535625,26.23693938,18.03002401,17.73936,35.9015,-75.5729,16.43,32.89,7.55,15.83
NM20210901117,2021,FALL,0.325,2,6,19,0.017105263,23.41067737,18.22715793,19.87296,36.2437,-75.7216,16.27,32.87,7.46,16.28
NM20210901118,2021,FALL,0,0,3,12,0,28.19091917,44.2482169,16.764,36.4453,-75.7843,13,31.46,8.87,12.89
NM20210901119,2021,FALL,0.218,1,5,19,0.011473684,23.08453421,16.10276831,13.62456,35.7365,-75.4858,16.22,32.18,8.53,16.46
NM20210901120,2021,FALL,0.11,3,3,13,0.008461538,27.03604846,18.06570605,16.55064,35.5538,-75.4375,16.79,32.49,7.08,17.13
NM20210901121,2021,FALL,1.88,4,2,15,0.125333333,20.13333333,13.2617801,15.78864,35.1702,-75.3903,20.92,34.22,7.15,20.92
NM20210901122,2021,FALL,0.044,1,3,13,0.003384615,19,17.97881336,16.55064,35.4031,-75.4448,18.33,33.37,7.25,17.35
